checked_at_kst,source_path,driver,crs,epsg,width,height,band_count,pixel_count,data_type,nodata,resolution_x,resolution_y,origin_x,origin_y,extent_minx,extent_miny,extent_maxx,extent_maxy,north_up,affine_transform,compression,tiled,block_x,block_y,overview_count,valid_cell_count,nodata_cell_count,negative_cell_count,minimum,maximum,mean,std,q01,q25,q50,q75,q99,boundary_valid_cell_count,boundary_minimum,boundary_maximum,boundary_mean,boundary_std,boundary_negative_cell_count,unique_class_count,class_counts,zero_code_count,legend_present,scene_patch_pixels,inspection_scope,elapsed_seconds,error
2026-07-23T22:09:15+09:00,/members/dhnyu/fusedata/seoul/seoul_landcover_egis2025.tif,GTiff,EPSG:5186,5186,7572,6224,1,47128128,Byte,0.0,5.0,5.0,178785.0,567265.0,178785.0,536145.0,216645.0,567265.0,True,"[178785.0, 5.0, 0.0, 567265.0, 0.0, -5.0]",DEFLATE,False,7572,1,0,43513263,3614865,0,1.0,21.0,9.121985060049392,6.193514838693154,1.0,3.0,12.0,13.0,21.0,24230277,1.0,21.0,8.054745969268119,6.565724213927807,0,20,"{""1"": 8643170, ""2"": 208198, ""3"": 3509405, ""4"": 384515, ""5"": 4306501, ""6"": 1195075, ""7"": 405991, ""8"": 1912830, ""9"": 616853, ""10"": 215178, ""11"": 148166, ""12"": 9811988, ""13"": 1975051, ""14"": 1657292, ""15"": 168052, ""16"": 4305880, ""17"": 265695, ""19"": 563206, ""20"": 1258074, ""21"": 1962143}",3614865,False,"[100.0, 100.0]",전체 셀,1.3735178300412372,
2026-07-23T22:09:15+09:00,/members/dhnyu/fusedata/seoul/seoul_srtm2014.tif,GTiff,EPSG:5186,5186,1263,1038,1,1310994,Float32,-32767.0,30.0,30.0,178770.0,567270.0,178770.0,536130.0,216660.0,567270.0,True,"[178770.0, 30.0, 0.0, 567270.0, 0.0, -30.0]",DEFLATE,False,1263,1,0,1310994,0,343,-29.49574851989746,810.7925415039062,74.54419174330468,93.82262925096924,4.0,22.02755069732666,39.733598709106445,82.57432746887207,472.7183007812504,673072,-29.49574851989746,771.1550903320312,65.99649165811212,82.8494576139326,200,,,,,"[16.666666666666668, 16.666666666666668]",전체 셀,0.04706178803462535,
