checked_at_kst,source_path,source_kind,layer_name,column_name,data_type,row_count,null_count,null_rate,distinct_count,duplicate_nonnull_count,empty_string_count,whitespace_only_count,pseudo_missing_count,leading_zero_count,min,max,mean,std,q01,q25,q50,q75,q99,negative_count,zero_count,nonfinite_count,id_candidate,join_candidate,compression,notes
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A3,string,723875,0,0.0,525,723350,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A4,string,723875,0,0.0,525,723350,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A5,string,723875,0,0.0,155013,568862,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A6,string,723875,0,0.0,2,723873,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A7,string,723875,0,0.0,2,723873,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A8,string,723875,165939,0.22923709203937143,39,557897,0,0,0,527882,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A9,string,723875,165946,0.22924676221723364,35,557894,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A10,string,723875,166161,0.2295437748230012,30,557684,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A11,string,723875,166200,0.22959765152823347,21,557654,0,0,0,0,,,,,,,,,,,,,False,False,"[""ZSTD""]",
2026-07-23T22:09:02+09:00,/members/dhnyu/fusedata/seoul/seoul_buildings_vworld_attributes.parquet,Parquet,,A12,double,723875,92,0.00012709376618891383,58420,665363,,,,,-186.23,830110.0,136.50690231489824,3415.8102207352554,0.0,0.0,61.9,110.72,1078.9918000000005,1,266542,0,False,False,"[""ZSTD""]",
